Surname,Name,Patronymic,Gender,BirthDate,Position,City,Address,Phone,Email
Хоменко,Аарон,Григорович,Male,1941-12-20,Мікробіолог,місто Перещепине,"проспект Хаджибейський 3-й, буд. 850, Іллінці, 18734",090-54-20,xkarmaliuk@example.com
Давиденко,Демʼян,Арсенович,Male,1996-07-03,Композитор,хутір Буча,"сквер Вокзальний, буд. 7, Овруч, 24429",+380 80 656-79-01,vanchenkomaryna@example.com
Петренко,Артем,Євгенович,Male,1969-09-27,Педагог,хутір Монастириська,"площа Текстильників, буд. 233 кв. 425, Костянтинівка, 38254",756-45-68,orysia60@example.net
Романенко,Альберт,Сергійович,Male,1959-05-19,Інженер,село Устилуг,"набережна Героїв оборони Одеси, буд. 60, Боково-Хрустальне, 89081",+380 38 722-04-97,tkachpriska@example.net
Верес,Борислав,Богданович,Male,1977-11-14,Публіцист,місто Марганець,"шосе Сегедська, буд. 3, Селидове, 76971",180-78-99,shutkooleksa@example.net
Романець,Іван,Ярославович,Male,1988-05-05,Адвокат,хутір Погребище,"вулиця Жаботинського, буд. 47 кв. 764, Вознесенськ, 93560",+380 14 583-07-79,rhaidenko@example.com
Чабан,Володимир,Степанович,Male,2001-02-06,Адвокат,селище Жданівка,"парк Лінія 23-тя, буд. 909, Білгород-Дністровський, 81428",001-81-05,zdzhun@example.net
Дерегус,Хома,Степанович,Male,1983-10-13,Будник,селище Севастополь,"сквер Леоніда Осики, буд. 65, Галич, 37738",+380 62 003 72 95,albina82@example.com
Заїка,Степан,Григорович,Male,1981-09-22,Мірошник,село Узин,"проспект 2-га Лінія 6-й ст. Люстдорфської дороги, буд. 4 кв. 3, Перемишляни, 62366",+380 (52) 193-08-56,ielyseihavrylyshyn@example.net
Деревʼянко,Болеслав,Сергійович,Male,1961-05-31,Мікробіолог,село Вилкове,"парк Книжковий, буд. 58 кв. 1, Луцьк, 37600",034 983 28 96,iaroslavadamchuk@example.org
Левченко,Адам,Романович,Male,1942-09-25,Випробувач,село Родинське,"вулиця Верф’яний, буд. 5 кв. 7, Саки, 78638",+380 97 843 22 50,vasylynahuzii@example.org
Ярема,Климент,Іванович,Male,1984-12-21,Гірник,хутір Чоп,"парк Сергія Ейзенштейна, буд. 05, Свалява, 57956",+380 54 239-15-36,kalchenkoamaliia@example.net
Демʼянчук,Леонід,Олександрович,Male,1959-01-26,Локсмайстер,місто Інкерман,"сквер Східчастий, буд. 689, Липовець, 80952",580 98 47,alevtyn86@example.net
Негода,Костянтин,Олександрович,Male,1943-07-19,Економіст,хутір Рогатин,"площа 10-та Лінія Марії Демченко, буд. 540 кв. 1, Ромни, 72466",099 030 57 08,petliurateodor@example.org
Гавриленко,Устим,Євгенович,Male,1978-09-11,Бібліограф,хутір Хмельницький,"парк Бузкова, буд. 3, Бережани, 56788",+380 44 752-69-21,gzabarna@example.com
Вернигора,Омелян,Іванович,Male,1963-05-20,Астрофізик,село Красилів,"проспект Ризька, буд. 3, Нікополь, 07225",+380 (65) 503-92-81,solomiia39@example.com
Іщак,Йосип,Олександрович,Male,1973-01-11,Інженер,місто Корець,"парк Палія Семена, буд. 1 кв. 979, Міусинськ, 83129",542 65 62,avhustynriabets@example.com
Артим,Михайло,Петрович,Male,1989-04-20,Акушер,місто Кременчук,"набережна Айвазовського, буд. 03, Черкаси, 98631",061 495 21 56,larysa01@example.net
Філіпенко,Ярема,Васильович,Male,1977-05-01,Палеонтолог,місто Устилуг,"площа Восьмого березня 1-й, буд. 771, Долина, 81095",+380 64 481-16-16,oryna73@example.org
Ярош,Сергій,Романович,Male,1979-01-29,Головний меркшейдер,селище Зміїв,"площа Перша, буд. 80, Верхньодніпровськ, 71819",+380 (86) 734-08-18,khoma87@example.com
Голобородько,Азар,Богданович,Male,1975-07-28,Фотограф,село Заводське,"вулиця Лінія 32-га, буд. 2, Гайсин, 27813",+380 95 690-54-92,revaserhii@example.com
Мірошниченко,Володимир,Андрійович,Male,1943-04-30,Художник,хутір Василівка,"сквер Камишова, буд. 5, Тиврів, 67998",+380 80 133 79 17,hkhmara@example.net
Левченко,Франц,Олегович,Male,1980-08-16,Мовознавець,селище Жидачів,"набережна Небесної Сотні, буд. 2, Скалат, 45905",+380 56 247-55-17,zkovalenko@example.com
Калениченко,Пантелеймон,Юрійович,Male,1943-08-03,Адвокат,місто Ходорів,"площа Різницький, буд. 693, Рені, 11755",056-62-45,myronkhudobiak@example.com
Іщак,Герман,Арсенович,Male,1963-02-24,Гінеколог,селище Жашків,"вулиця Жевахова, буд. 8, Южноукраїнськ, 56411",+380 03 905-84-88,uvakhnii@example.net
Павленко,Омелян,Володимирович,Male,1973-11-01,Медик,хутір Кам'янка-Бузька,"парк Таїрова, буд. 68 кв. 83, Благовіщенське, 17552",992 22 93,uhabelko@example.org
Закусило,Григорій,Юрійович,Male,2005-12-18,Біолог,хутір Каховка,"провулок Проектуєма, буд. 92 кв. 78, Вознесенівка, 83845",+380 02 759-71-07,borysstelmakh@example.org
Нестеренко,Теодор,Дмитрович,Male,1968-12-14,Няня,селище Монастириська,"набережна Лузанівський 2-й, буд. 81 кв. 1, Херсон, 92743",039 578-09-19,fomenkosymon@example.net
Засядько,Віктор,Васильович,Male,1988-06-03,Пекар,місто Приморськ,"парк Гайова, буд. 33, Пирятин, 83260",+380 36 753 10 70,edytahaidabura@example.org
Архимович,Данило,Миколайович,Male,1998-03-07,Стропальник,місто Новоазовськ,"парк Байгородський, буд. 4 кв. 3, Мелітополь, 52819",+380 94 272-00-89,gerusboleslav@example.org
Макаренко,Василь,Васильович,Male,1969-02-06,Дизайнер,місто Алупка,"набережна Середньофонтанський, буд. 8 кв. 9, Тетіїв, 86868",099 086-14-07,baklanievhen@example.net
Дубина,Олекса,Дмитрович,Male,1959-08-18,Агроном,селище Кам'янка-Бузька,"сквер Волтона, буд. 55, Феодосія, 05051",682 57 64,kharchenkovira@example.com
Гуцуляк,Семен,Олегович,Male,1980-08-18,Професор,місто Євпаторія,"набережна Шампанський, буд. 0 кв. 139, Снятин, 54287",048 460-65-14,parmen44@example.com
Харченко,Ярема,Максимович,Male,1992-04-05,Історик,місто Хорол,"узвіз Пироговська, буд. 13, Тлумач, 19854",+380 05 262 87 08,klavdiiazabashta@example.net
Скиба,Олекса,Григорович,Male,1978-03-03,Кінорежисер,місто Вашківці,"набережна Рівності, буд. 3, Канів, 54918",453-34-04,olha44@example.net
Яремко,Валентин,Олександрович,Male,2009-01-16,Кухар,селище Благовіщенське,"шосе Деревообробний 2-й, буд. 713, Златопіль, 23272",+380 74 725 22 81,iosyp37@example.net
Яценко,Вʼячеслав,Володимирович,Male,1962-08-08,Геофізик,хутір Погребище,"площа Юрія Олеші, буд. 2 кв. 28, Переяслав, 42531",+380 25 954-77-47,miakovenko@example.org
Рубець,Соломон,Степанович,Male,1989-01-10,Режисер,село Комарно,"провулок Обільна, буд. 45 кв. 4, Збараж, 22176",+380 (97) 670-05-61,mykhailo68@example.net
Гресь,Мирон,Арсенович,Male,1957-10-19,Геофізик,хутір Балаклія,"сквер Палубний, буд. 9, Ржищів, 27033",+380 (11) 395-28-96,kozakmykyta@example.net
Ґерус,Юхим,Володимирович,Male,1959-03-17,Лікар,хутір Богодухів,"проспект Флотська, буд. 74, Свалява, 04360",+380 02 970 95 14,ovcharenkodmytro@example.com
Яценко,Тимофій,Степанович,Male,1991-05-01,Менеджер,хутір Новоазовськ,"набережна Вознесенський, буд. 5, Часів Яр, 47616",829-79-12,derehusvarvara@example.com
Харченко,Панас,Іванович,Male,1974-11-18,Стиліст,хутір Харцизьк,"узвіз Дельфін, буд. 993, Почаїв, 32583",125 01 94,zorian50@example.net
Дзюба,Августин,Арсенович,Male,1964-09-07,Ґрунтознавець,селище Моршин,"набережна Хімічний 2-й, буд. 231 кв. 38, Березне, 41825",+380 (61) 105-02-55,darynaostapchuk@example.com
